,id,street_name,limits,total_count,date
10313,PASEOMONTALBANMONTALBAN042617,PASEO MONTALBAN MONTALBAN,CARMEL MTN RD - PASEO CEVERA RD,3995,2018-02-20
12024,SPRINGCYNRD041817,SPRING CYN RD,SCRIPPS POWAY PY - N BROOKVILLE DR,12811,2018-02-20
10809,RANCHOPENASQUITOSBL042317,RANCHO PENASQUITOS BL,SD 015  - PASEO MONTRIL ,32259,2018-02-20
4911,ELCAMRL000418,EL CAM RL  ,HIGH BLUFF DR - ELIJAH CT,14363,2018-02-21
3492,CARROLLCANYONRD042817,CARROLL CANYON RD,SD 015 AV - BUSINESSPARK AV,19690,2018-02-21
1870,AVIARYRD043217,AVIARY RD,SCRIPPS RANCH BL - CANYON LAKE DR,4517,2018-02-21
11667,SCRIPPSRANCHBL043017,SCRIPPS RANCH BL,POMERADO RD - IRONWOOD RD,5698,2018-02-21
11621,SCRIPPSLAKEDR043117,SCRIPPS LAKE DR,RED CEDAR DR - ALDERBROOK DR,10942,2018-02-21
10564,POMERADORD042917,POMERADO RD,SCRIPPS RH BL - CHABAD CTR DY,25255,2018-02-21
12585,TWINTRAILSDR042717,TWIN TRAILS DR,BLACK MTN RD - PENASQUITOS DY,6766,2018-02-21
3377,CARMELMOUNTAINRD043517,CARMEL MOUNTAIN RD,SD 015 DR - RANCHO CARMEL DR,42082,2018-02-22
4435,DELDIABLOWY043717,DEL DIABLO WY,PENASQUITOS DR - DEL DIABLO LN,4431,2018-02-22
12147,STONEYPEAKDR043917,STONEY PEAK DR,CARMEL MTN RD - WORLD TRADE DR,7817,2018-02-22
3338,CARMELMOUNTAINRD043417,CARMEL MOUNTAIN RD,CAMINATA DOURO DR - PENASQUITOS DR,16515,2018-02-22
11765,SHOALCREEKDR043817,SHOAL CREEK DR,STONEY GATE PL - TED WILLIAMS PY,6322,2018-02-22
6431,HIGHLANDRHRD043617,HIGHLAND RH RD,TED WILLIAMS PY - TIVOLI PARK RW,10171,2018-02-22
10363,PENASQUITOSDR043317,PENASQUITOS DR,CARMEL MTN RD - VALVERDE CT,15879,2018-02-22
10188,PARKBL044017,PARK BL,MADISON AV - ADAMS AV,5897,2018-02-27
7480,LAKEMURRAYBL000518,LAKE MURRAY BL,JACKSON DR - NAVAJO RD,9843,2018-02-28
8649,MISSIONBAYDR000818,MISSION BAY DR,ROSEWOOD ST - GRAND AV,60343,2018-03-06
1339,AST006518,A ST,11 AV - 12 AV,10241,2018-03-13
1746,ASHST006318,ASH ST,COLUMBIA ST - STATE ST,11265,2018-03-13
1902,BST005618,B ST,12 AV - 16 ST,11117,2018-03-13
1359,AST006418,A ST,KETTNER BL - INDIA ST,5580,2018-03-13
216,04AV005218,04 AV,WASHINGTON ST - 05 AV,11673,2018-03-13
387,06AV005518,06 AV,ROBINSON AV - UNIVERSITY AV,30399,2018-03-13
156,04AV005318,04 AV,DATE ST - ELM ST,9805,2018-03-13
336,06AV006218,06 AV,CEDAR ST - SD 005 ST,17536,2018-03-13
293,05AV005918,05 AV,QUINCE ST - REDWOOD ST,9944,2018-03-13
430,08AV006818,08 AV,UNIVERSITY AV - WASHINGTON ST,3875,2018-03-13
90,02AV006018,02 AV,A ST - ASH ST,3118,2018-03-13
3611,CEDARST007718,CEDAR ST,02 AV - 03 AV,6059,2018-03-13
84,01AV007018,01 AV,WASHINGTON ST - LEWIS ST,4874,2018-03-13
43,01AV005118,01 AV,JUNIPER ST - KALMIA ST,5262,2018-03-13
453,10AV006618,10 AV,A ST - ASH ST,20581,2018-03-13
197,04AV005418,04 AV,PENNSYLVANIA AV - ROBINSON AV,6871,2018-03-13
247,05AV005718,05 AV,FIR ST - GRAPE ST,8339,2018-03-13
485,10AV006718,10 AV,ROBINSON AV - ONEIDA WY,7911,2018-03-13
234,05AV006118,05 AV,CEDAR ST - SD 005 ST,22129,2018-03-13
6798,INDIAST008118,INDIA ST,SD 005 R-B ST - CHALMERS ST,8704,2018-03-14
6346,HAWTHORNST007318,HAWTHORN ST,PACIFIC HY - KETTNER BL,24271,2018-03-14
5434,FLORIDADR008418,FLORIDA DR,B WILSON DR - ZOO PL,13784,2018-03-14
6809,INDIAST008018,INDIA ST,WINDER ST - WASHINGTON ST,7003,2018-03-14
6142,GRAPEST007218,GRAPE ST,NORTH HARBOR DR - PACIFIC HY,22208,2018-03-14
8180,MARYLANDST007818,MARYLAND ST,LINCOLN AV - MORROW WY,4353,2018-03-14
6777,INDIAST007518,INDIA ST,JUNIPER ST - KALMIA ST,3376,2018-03-14
751,30ST008218,30 ST,JUNIPER ST - KALMIA ST,10012,2018-03-14
6771,INDIAST007418,INDIA ST,GRAPE ST - HAWTHORN ST,5034,2018-03-14
4973,ELMST008318,ELM ST,05 AV - 06 AV,7347,2018-03-14
7554,LAURELST007918,LAUREL ST,03 AV - 04 AV,10031,2018-03-14
7576,LAURELST006918,LAUREL ST,COLUMBIA ST - STATE ST,13108,2018-03-14
5989,GOLDFINCHST007118,GOLDFINCH ST,UNIVERSITY AV - WASHINGTON ST,5091,2018-03-14
3619,CEDARST009318,CEDAR ST,05 AV - 06 AV,8329,2018-03-14
5998,GOLFCOURSEDR007618,GOLF COURSE DR,26 ST - 28 ST,2065,2018-03-14
4113,COLUMBIAST009518,COLUMBIA ST,HAWTHORN ST - IVY ST,3724,2018-03-15
7905,MADISONAV008918,MADISON AV,MISSION AV - TEXAS ST,7760,2018-03-15
12890,UPASST010018,UPAS ST,GRANADA AV - 29 ST,7581,2018-03-15
4839,ELCAJONBL008818,EL CAJON BL,GEORGIA ST - FLORIDA ST,22470,2018-03-15
11206,ROSWELLST00718,ROSWELL ST,MELROSE PL - HILLTOP DR,1885,2018-03-15
12882,UPASST010118,UPAS ST,31 ST - HERMAN AV,4739,2018-03-15
1441,ADAMSAV009218,ADAMS AV,UTAH ST - KANSAS ST,11995,2018-03-15
5460,FLORIDAST009918,FLORIDA ST,ROBINSON AV - UNIVERSITY AV,6471,2018-03-15
795,30ST009718,30 ST,THORN ST - UPAS ST,9648,2018-03-15
5454,FLORIDAST001218,FLORIDA ST,MYRTLE AV - CYPRESS AV,7399,2018-03-15
7915,MADISONAV009018,MADISON AV,NORTH AV - PARK BL,3985,2018-03-15
6614,HOWARDAV008518,HOWARD AV,UTAH ST - KANSAS ST,6954,2018-03-15
7165,KETTNERBL009418,KETTNER BL,A ST - ASH ST,7127,2018-03-15
7687,LINCOLNAV009118,LINCOLN AV,MARYLAND ST - WASHINGTON ST,5511,2018-03-15
3626,CEDARST00618,CEDAR ST,FERN ST - GROVE ST,2630,2018-03-15
60,01AV002718,01 AV,PENNSYLVANIA AV - ROBINSON AV,7715,2018-03-15
8241,MEADEAV010318,MEADE AV,MISSISSIPPI ST - LOUISIANA ST,3856,2018-03-15
6602,HOWARDAV008718,HOWARD AV,OHIO ST - ILLINOIS ST,6907,2018-03-15
12921,UTAHST012018,UTAH ST,HOWARD AV - EL CAJON BL,3352,2018-03-15
6597,HOWARDAV010218,HOWARD AV,MISSISSIPPI ST - LOUISIANA ST,3465,2018-03-15
78,01AV009818,01 AV,UNIVERSITY AV - WASHINGTON ST,9299,2018-03-15
6608,HOWARDAV008618,HOWARD AV,OREGON ST - IDAHO ST,6038,2018-03-15
11600,SCRIPPSCREEKDR009618,SCRIPPS CREEK DR,POINSETT RD - WILLIS CREEK RD,2758,2018-03-20
2815,CAMDELSUR004918,CAM DEL SUR ,TORREY MEADOWS DR - WOLVERINE WY,18377,2018-03-21
2814,CAMDELSUR005018,CAM DEL SUR ,CARMEL VALLEY RD - CAMINITO LAZANJA RD,12557,2018-03-21
7603,LAURELST010918,LAUREL ST,PACIFIC HY - KETTNER BL,27147,2018-03-21
11058,ROBINSONAV011118,ROBINSON AV,VERMONT ST - RICHMOND ST,11118,2018-03-21
7188,KETTNERBL010718,KETTNER BL,GRAPE ST - HAWTHORN ST,8564,2018-03-21
6803,INDIAST011018,INDIA ST,VINE ST - GLENWOOD DR,23649,2018-03-21
7176,KETTNERBL010618,KETTNER BL,CEDAR ST - DATE ST,5378,2018-03-21
4948,ELPRADO010518,EL PRADO ,BALBOA DR - EL PRADO BRIDGE DR,5913,2018-03-21
300,05AV010418,05 AV,ROBINSON AV - UNIVERSITY AV,8868,2018-03-21
11818,SKYLINEDR004818,SKYLINE DR,LEGHORN AV - WOODMAN ST,9379,2018-03-21
7201,KETTNERBL010818,KETTNER BL,JUNIPER ST - KALMIA ST,7432,2018-03-21
8650,MISSIONBAYDR028818,MISSION BAY DR,ROSEWOOD ST - GRAND AV,57993,2018-03-22
12975,VALLEYRD011518,VALLEY RD,CALLE ABAJO DR - REO DR,6477,2018-03-27
11678,SCRIPPSTL004118,SCRIPPS TL,GLENCREEK CR - RED FERN CR,3948,2018-03-27
10508,POMERADORD004618,POMERADO RD,FAIRBROOK RD - SEMILLON BL,20972,2018-03-27
2244,BERNARDOHTSPY003918,BERNARDO HTS PY,VIA EMBELESO  - AVENIDA VENUSTO ,10675,2018-03-27
10938,REODR011418,REO DR,ROANOKE ST - RANCHO HILLS DR,10866,2018-03-27
10649,POWAYRD004318,POWAY RD,SD 015 PY - SABRE SPRINGS PY,47222,2018-03-27
10579,POMERADORD004718,POMERADO RD,SPRING CANYON RD - STONEBRIDGE PY,22157,2018-03-27
2225,BERNARDOCTRDR003518,BERNARDO CTR DR,W BERNARDO DR - CLOUDCREST DR,20109,2018-03-27
10570,POMERADORD004018,POMERADO RD,SEMILLON BL - CAMINITO ALTO BL,20395,2018-03-27
10280,PARKSIDEAV011718,PARKSIDE AV,LANDSCAPE DR - RHOADES RD,5905,2018-03-27
12416,TONAWANDADR011618,TONAWANDA DR,VALLEY RD - MARMIL WY,12437,2018-03-27
10931,REODR011218,REO DR,POTOMAC ST - ALBERMARLE ST,8571,2018-03-27
13620,WOODMANST011818,WOODMAN ST,BENSON AV - MADRONE AV,7336,2018-03-27
10308,PASEOLUCIDOLUCIDO003718,PASEO LUCIDO LUCIDO,BERNARDO HEIGHTS PY - PASEO LUCIDO PY,8136,2018-03-27
10924,REODR011318,REO DR,MARMIL WY - SD 054 WY,18170,2018-03-27
12405,TIMBERLAKEDR004218,TIMBERLAKE DR,SUNSET RIDGE DR - POYNTELL CR,3727,2018-03-27
6450,HIGHLANDVALLEYRD004518,HIGHLAND VALLEY RD,POMERADO RD - SYCAMORE CREEK RD,1899,2018-03-27
2811,CAMDELNORTE003618,CAM DEL NORTE ,WORLD TRADE DR - CARMEL MTN RD,31320,2018-03-27
1840,AVENIDAVENUSTOVENUSTO003818,AVENIDA VENUSTO VENUSTO,CALLE VIVIENDA PY - BERNARDO HTS PY,4113,2018-03-27
13218,WBERNARDODR004418,W BERNARDO DR,AGUAMIEL RD - SD 015 R-K RD,7740,2018-03-27
2810,CAMDELNORTE003318,CAM DEL NORTE ,PASEO MONTANOSO DR - BERNARDO CENTER DR,46299,2018-03-28
3368,CARMELMOUNTAINRD003018,CARMEL MOUNTAIN RD,RANCHO CARMEL DR - CAMINO NORTE DR,35759,2018-03-28
10323,PASEOMONTANOSOMONTANOSO003218,PASEO MONTANOSO MONTANOSO,CORTE RAPOSO  - CAMINO NORTE ,4030,2018-03-28
3448,CARMELVALLEYRD002518,CARMEL VALLEY RD,TORREY MAR DR - CAMINITO VISTANA DR,13381,2018-03-28
2809,CAMDELNORTE003418,CAM DEL NORTE ,PASEO LUCIDO  - SD 015 ,44128,2018-03-28
10554,POMERADORD002018,POMERADO RD,RIOS RD - RANCHO BERNARDO RD,17272,2018-03-28
10457,POBLADORD002118,POBLADO RD,BOTERO DR - W BERNARDO DR,6123,2018-03-28
7449,LAMEDIARD011918,LA MEDIA RD,AIRWAY RD - AVENIDA FUENTE RD,6473,2018-03-28
3398,CARMELMOUNTAINRD002618,CARMEL MOUNTAIN RD,VISTA SORRENTO PY - EL CAMINO REAL PY,24211,2018-03-28
11281,SABRESPRINGSPY002218,SABRE SPRINGS PY,SAVANNAH CRK DR - EVENING CRK S DR,11166,2018-03-28
11642,SCRIPPSPOWAYPY000918,SCRIPPS POWAY PY,SPRING CANYON RD - SCRIPPS CREEK DR,36124,2018-03-29
8810,MISSIONGORGERD028918,MISSION GORGE RD,ZION AV - ALLIED RD,29908,2018-03-29
7798,LOMICADR001718,LOMICA DR,BERNARDO CTR DR - ACENA DR,6106,2018-03-29
8750,MISSIONCENTERRD029018,MISSION CENTER RD,SEVAN CT - I-805 BRIDGE CT,18460,2018-03-29
8319,MERCYRD001118,MERCY RD,BLACK MTN RD - CHABOLA RD,16036,2018-03-29
5107,EVENINGCREEKDR001318,EVENING CREEK DR,EVENING CREEK DR - SABRE SPRINGS PY,4038,2018-03-29
10768,RANCHOBERNARDORD001618,RANCHO BERNARDO RD,SD 015 DR - BERNARDO CENTER DR,40913,2018-03-29
2207,BERNARDOCTRDR001918,BERNARDO CTR DR,RANCHO BERNARDO RD - BAJADA RD,16110,2018-03-29
11271,SABRESPRINGSPY002318,SABRE SPRINGS PY,EVENING CREEK DR - TED WILLIAMS PY,14808,2018-03-29
2202,BERNARDOCTRDR001818,BERNARDO CTR DR,FIRE STATION 33 DY - RANCHO BERNARDO RD,24054,2018-03-29
10773,RANCHOBERNARDORD001518,RANCHO BERNARDO RD,VIA TAZON DR - W BERNARDO DR,31766,2018-03-29
5113,EVENINGCREEKDR001418,EVENING CREEK DR,SABRE SPRINGS PY - SABRE HILL DR,4591,2018-03-29
11298,SALMONRIVERRD001018,SALMON RIVER RD,CALLE ROSAS ST - ADOLPHIA ST,2950,2018-03-29
11067,ROCKWOODRD002918,ROCKWOOD RD,CLOVERDALE RD - OLD RANCH RD,2955,2018-04-03
11391,SANPASQUALRD003118,SAN PASQUAL RD,OLD MILKY WY - OLD SAN PASQUAL RD,4843,2018-04-03
3764,CHOLLASRD015918,CHOLLAS RD,EUCLID AV - QUINCE ST,5076,2018-04-03
1422,ADAMSAV015118,ADAMS AV,E MOUNTAIN VIEW DR - 39 ST,19371,2018-04-03
5262,FAIRMOUNTAV014318,FAIRMOUNT AV,POPLAR ST - MANZANITA PL,16177,2018-04-03
13240,WCANYONAV002418,W CANYON AV,GRANITE RIDGE DR - AERO DR,4463,2018-04-03
9889,OUTERRD030618,OUTER RD,HOLLISTER ST - CORONADO SB AV,4544,2018-04-03
6532,HOMEAV014018,HOME AV,BEECH ST - GATEWAY DR,18263,2018-04-03
1145,54ST015818,54 ST,COLLEGE GROVE DR - REDWOOD ST,20118,2018-04-03
5007,EUCLIDAV014418,EUCLID AV,AUBURN DR - UNIVERSITY AV,15246,2018-04-03
12717,UNIVERSITYAV014718,UNIVERSITY AV,46 ST - MENLO AV,18973,2018-04-03
10102,PARADISEVALLEYRD033218,PARADISE VALLEY RD,BRIARWOOD RD - CITY LIMIT RD,16052,2018-04-03
12549,TULIPST014918,TULIP ST,RALENE ST - SYCAMORE DR,2420,2018-04-03
11327,SANCARLOSDR029218,SAN CARLOS DR,COWLESS MTN BL - LAKE MURRAY BL,2211,2018-04-03
5192,FAIRMOUNTAV014218,FAIRMOUNT AV,44 ST - LAUREL ST,21069,2018-04-03
6907,JACKSONDR029118,JACKSON DR,COWLES MTN BL - GOLFCREST DR,7988,2018-04-03
2516,BOUNDARYST013918,BOUNDARY ST,NORTH PARK WY - UNIVERSITY AV,6125,2018-04-03
11686,SD078SD078002818,SD 078 SD 078,OLD MILKY WY - YSABEL CREEK RD,10396,2018-04-03
6536,HOMEAV014118,HOME AV,FAIRMOUNT AV - 45 ST,17592,2018-04-03
12686,UNIVERSITYAV014818,UNIVERSITY AV,41 ST - MARLBOROUGH AV,26458,2018-04-03
5061,EUCLIDAV015518,EUCLID AV,MARILOU RD - 54 ST,29112,2018-04-04
5250,FAIRMOUNTAV016218,FAIRMOUNT AV,ORANGE AV - EL CAJON BL,9355,2018-04-04
11293,SALMONRIVERRD029718,SALMON RIVER RD,CALLE ROSA WY - SAWTOOTH WY,3441,2018-04-04
5188,FAIRMOUNTAV028518,FAIRMOUNT AV,43 ST - ALDINE DR,17471,2018-04-04
12159,STREAMVIEWDR016018,STREAMVIEW DR,HASTY ST - BOREN ST,3121,2018-04-04
5198,FAIRMOUNTAV028418,FAIRMOUNT AV,ALDINE DR - MONTEZUMA RD,36487,2018-04-04
5278,FAIRMOUNTAV016318,FAIRMOUNT AV,WIGHTMAN ST - UNIVERSITY AV,11746,2018-04-04
3642,CELIAVISTADR016618,CELIA VISTA DR,LOMA ALTA DR - ARAGON DR,4245,2018-04-04
12788,UNIVERSITYAV016518,UNIVERSITY AV,CHOLLAS PY - 58 ST,29420,2018-04-04
12755,UNIVERSITYAV016418,UNIVERSITY AV,58 ST - UNIVERSITY SQ DY,24938,2018-04-04
1039,43ST014518,43 ST,WIGHTMAN ST - UNIVERSITY AV,4660,2018-04-04
5359,FEDERALBL031018,FEDERAL BL,HOME AV - 47 ST,5570,2018-04-04
1010,43ST014618,43 ST,LANDIS ST - WIGHTMAN ST,4246,2018-04-04
930,35ST015018,35 ST,POLK AV - ORANGE AV,3648,2018-04-04
11723,SEMILLONBL029618,SEMILLON BL,POMERADO RD - FAIRBROOK RD,2941,2018-04-04
2134,BAYVIEWHTSDR016818,BAYVIEW HTS DR,BAYVIEW HTS WY - GRAPE ST,3758,2018-04-04
1446,ADAMSAV016718,ADAMS AV,VISTA ST - VAN DYKE AV,6130,2018-04-04
4077,COLLEGEGROVEWY016118,COLLEGE GROVE WY,SD 094 DR - COLLEGE GROVE DR,9382,2018-04-04
9797,ORANGEAV015418,ORANGE AV,SWIFT AV - 35 ST,7267,2018-04-05
13382,WARINGRD031318,WARING RD,ORCUTT AV - PRINCESS VIEW DR,21652,2018-04-05
8877,MONTEZUMARD032418,MONTEZUMA RD,55 ST - COLLEGE AV,22262,2018-04-05
1637,ANTIGUABL031618,ANTIGUA BL,CLAIREMONT MESA BL - SANTO RD,2484,2018-04-05
5212,FAIRMOUNTAV015718,FAIRMOUNT AV,LANDIS ST - WIGHTMAN ST,11527,2018-04-05
3683,CHARGERBL032118,CHARGER BL,BALBOA AV - CANNINGTON DR,5284,2018-04-05
3675,CHANDLERDR032018,CHANDLER DR,DOLIVA DR - CANNINGTON DR,3593,2018-04-05
11095,RONSONRD030918,RONSON RD,SHAWLINE DR - CONVOY ST,3912,2018-04-05
6025,GOODEST032618,GOODE ST,BRIARWOOD RD - MANZANA WY,3642,2018-04-05
4757,ELCAJONBL015218,EL CAJON BL,38 ST - 39 ST,22048,2018-04-05
12327,TEXASST031218,TEXAS ST,EL CAJON BL - MADISON AV,17171,2018-04-05
11793,SIEMPREVIVARD031118,SIEMPRE VIVA RD,SD 905 DR - ENRICO FERMI DR,7352,2018-04-05
9802,ORANGEAV015318,ORANGE AV,W CHEROKEE AV - E CHEROKEE AV,7136,2018-04-05
5240,FAIRMOUNTAV028618,FAIRMOUNT AV,MONTEZUMA RD - CAMINO DEL RIO S RD,87515,2018-04-05
5019,EUCLIDAV015618,EUCLID AV,BEECH ST - LYON ST,35086,2018-04-05
10243,PARKRIDGEBL030118,PARK RIDGE BL,WANDERMERE DR - NAVAJO RD,3497,2018-04-05
11263,SEVENINGCREEKDR029818,S EVENING CREEK DR,SABRE SPRINGS PY - N EVENING CREEK DR,4264,2018-04-05
3605,CATOCTINDR033118,CATOCTIN DR,63 ST - MONTEZUMA RD,1877,2018-04-05
12172,SUNDEVILWY030818,SUNDEVIL WY,CARMEL MTN RD - BASSMORE DR,2073,2018-04-05
3903,CLAIREMONTMESABL029418,CLAIREMONT MESA BL,SD 015 RD - SANTO RD,17758,2018-04-05
3760,CHOLLASRD030518,CHOLLAS RD,EUCLID AV - COLLURA ST,4509,2018-04-05
5496,FORTSTOCKTONDR029318,FORT STOCKTON DR,SUNSET BL - ARISTA DR,2580,2018-04-05
9239,NEVENINGCREEKDR030218,N EVENING CREEK DR,S EVENING CREEK DR - SABRE SPRINGS PY,3812,2018-04-05
4578,DIANEAV32218,DIANE AV,CHATEAU DR - CLAIREMONT MESA BL,1077,2018-04-10
3985,COLLEGEAV017018,COLLEGE AV,COLLEGE GROVE AV - MERIDIAN AV,22766,2018-04-10
8144,MARLBOROUGHAV024418,MARLBOROUGH AV,EL CAJON BL - MEADE AV,2749,2018-04-10
9922,PACIFICBEACHDR31818,PACIFIC BEACH DR,RIVERIA DR - INGRAHAM ST,4179,2018-04-10
12836,UNIVERSITYAV017118,UNIVERSITY AV,ROLANDO BL - ARAGON DR,15033,2018-04-10
8149,MARLBOROUGHAV017418,MARLBOROUGH AV,ORANGE AV - EL CAJON BL,2385,2018-04-10
12535,TRIANAST31518,TRIANA ST,DERRICK DR - LIMERICK AV,3220,2018-04-10
1662,APPLETONST31418,APPLETON ST,MERRIMAC AV - GENESEE AV,5332,2018-04-10
8155,MARLBOROUGHAV022518,MARLBOROUGH AV,UNIVERSITY AV - POLK AV,4776,2018-04-10
4072,COLLEGEGROVEDR016918,COLLEGE GROVE DR,KRENNING ST - 55 ST,10060,2018-04-10
1434,ADAMSAV017318,ADAMS AV,MISSISSIPPI ST - LOUISIANA ST,6052,2018-04-10
11745,SHAWNEERD31918,SHAWNEE RD,SUMTER ST - RAPPAHANNOCK AV,1736,2018-04-10
7019,JUTLANDDR29918,JUTLAND DR,MORENA BL - LUNA AV,9624,2018-04-10
903,35ST017218,35 ST,EL CAJON BL - MEADE AV,5404,2018-04-10
9089,MTABERNATHYAV32318,MT ABERNATHY AV,REDBROOK DR - KESLING ST,2325,2018-04-10
8161,MARLBOROUGHAV023018,MARLBOROUGH AV,WIGHTMAN ST - UNIVERSITY AV,4297,2018-04-10
11671,SCRIPPSTL29518,SCRIPPS TL,AVENIDA MAGNIFICA BL - SEMILLON BL,3358,2018-04-10
2777,CALLEDELAPLATA031718,CALLE DE LA PLATA ,TORREY PINES RD - AVENIDA PLAYA RD,1295,2018-04-11
3979,COLLEGEAV018518,COLLEGE AV,AROSA ST - MESITA DR,24448,2018-04-11
1311,70ST018618,70 ST,SARANAC ST - ALVARADO RD,30557,2018-04-11
8915,MONTEZUMARD017818,MONTEZUMA RD,RESERVOIR DR - EL CAJON BL,12022,2018-04-11
1169,54ST018818,54 ST,FABER WY S - FABER WY N,4134,2018-04-11
8910,MONTEZUMARD019218,MONTEZUMA RD,FAIRMOUNT AV - COLLWOOD BL,41342,2018-04-11
8886,MONTEZUMARD019418,MONTEZUMA RD,CAMPANILE DR - MONTEZUMA PL,27216,2018-04-11
8871,MONTEZUMARD019318,MONTEZUMA RD,54 ST - 55 ST,26908,2018-04-11
8926,MONTEZUMARD017718,MONTEZUMA RD,ROCKFORD DR - E CAMPUS DR,18655,2018-04-11
3997,COLLEGEAV017618,COLLEGE AV,HARDY AV - ZUMA (PVT) ST,29167,2018-04-11
3133,CAMPANILEDR018018,CAMPANILE DR,MARY LANE DR - MONTEZUMA RD,2899,2018-04-11
8933,MONTEZUMARD019118,MONTEZUMA RD,YERBA SANTA DR - 54 ST,26763,2018-04-11
3178,CANONST33018,CANON ST,ROSECRANS ST - VALEMONT ST,11269,2018-04-11
4037,COLLEGEAV018118,COLLEGE AV,SD 008 BL - DEL CERRO BL,36313,2018-04-11
3138,CAMPANILEDR017918,CAMPANILE DR,MONTEZUMA RD - LINDO PASEO RD,6444,2018-04-11
1627,ALVARADORD018318,ALVARADO RD,RESERVOIR DR - 70 ST,7916,2018-04-11
4006,COLLEGEAV026518,COLLEGE AV,LIVINGSTON ST - J MCCARTHY WY,36423,2018-04-11
1618,ALVARADORD018218,ALVARADO RD,COLLEGE AV - ALVARADO CT,7562,2018-04-11
4030,COLLEGEAV018418,COLLEGE AV,ROCKHURST DR - WENRICH DR,20878,2018-04-11
4646,DUNAWAYDR32718,DUNAWAY DR,PRESWICK DR - TORREY PINES RD,2880,2018-04-12
1411,ADAMSAV018718,ADAMS AV,48 ST - ESTRELLA AV,2249,2018-04-12
1303,70ST019518,70 ST,AMHERST ST - EL CAJON BL,26244,2018-04-12
5256,FAIRMOUNTAV023718,FAIRMOUNT AV,POLK AV - ORANGE AV,10245,2018-04-12
1160,54ST019018,54 ST,EL CAJON BL - COLLWOOD BL,23777,2018-04-12
1150,54ST018918,54 ST,COLLIER AV - NEW MILLS RD,2540,2018-04-12
5241,FAIRMOUNTAV019618,FAIRMOUNT AV,MONTEZUMA RD - CAMINO DEL RIO S RD,77138,2018-04-12
5205,FAIRMOUNTAV024818,FAIRMOUNT AV,CHOLLAS PY - RIDGE VIEW DR,8972,2018-04-12
10944,RESERVOIRDR017518,RESERVOIR DR,RESERVOIR LN - ALVARADO RD,3561,2018-04-12
10858,REDWOODST021518,REDWOOD ST,29 ST - DALE ST,6785,2018-04-17
12523,TRADEST30418,TRADE ST,CAM SANTA FE PL - TRADE PL,4894,2018-04-17
12860,UNIVERSITYAV020618,UNIVERSITY AV,VERMONT ST - RICHMOND ST,23906,2018-04-17
12850,UNIVERSITYAV027118,UNIVERSITY AV,SWIFT AV - 35 ST,14460,2018-04-17
10680,PRODUCTIONAV30318,PRODUCTION AV,MIRAMAR RD - CARROLL RD,3045,2018-04-17
12826,UNIVERSITYAV020818,UNIVERSITY AV,PARK BL - FLORIDA ST,19224,2018-04-17
10655,PRESIDENTSWY021418,PRESIDENTS WY,PARK BL - PAN AMERICA PZ,6568,2018-04-17
12796,UNIVERSITYAV026618,UNIVERSITY AV,COLLEGE AV - CARTAGENA DR,20086,2018-04-17
12778,UNIVERSITYAV020718,UNIVERSITY AV,CENTRE ST - PARK BL,20522,2018-04-17
12770,UNIVERSITYAV020918,UNIVERSITY AV,BANCROFT ST - BOUNDARY ST,22601,2018-04-17
12739,UNIVERSITYAV025618,UNIVERSITY AV,54 ST - CHOLLAS PY,23124,2018-04-17
12735,UNIVERSITYAV025518,UNIVERSITY AV,52 ST - SHILOH RD,20979,2018-04-17
12672,UNIVERSITYAV022318,UNIVERSITY AV,36 ST - CHEROKEE AV,15340,2018-04-17
12635,UNIVERSITYAV020518,UNIVERSITY AV,04 AV - 05 AV,15570,2018-04-17
10221,PARKBL021818,PARK BL,UNIVERSITY AV - LINCOLN AV,13797,2018-04-17
10231,PARKBL021718,PARK BL,ZOO PL - MORLEY FIELD DR,10952,2018-04-17
10447,PLAZADEPANAMAPANAMA021318,PLAZA DE PANAMA PANAMA,PAN AMERICA RD E - EL PRADO RD E,6281,2018-04-17
9722,OHIOST021918,OHIO ST,MADISON AV - ADAMS AV,8246,2018-04-17
12705,UNIVERSITYAV023818,UNIVERSITY AV,43 ST - FAIRMOUNT AV,21100,2018-04-17
13690,ZOOPL022018,ZOO PL,PARK BL - FLORIDA DR,6274,2018-04-17
12126,STATEST019818,STATE ST,KALMIA ST - LAUREL ST,4468,2018-04-17
11512,SASSAFRASST019718,SASSAFRAS ST,KETTNER BL - PACIFIC HY,14208,2018-04-17
12117,STATEST021218,STATE ST,GRAPE ST - HAWTHORN ST,1791,2018-04-17
12916,UTAHST020118,UTAH ST,EL CAJON BL - MEADE AV,3008,2018-04-18
12429,TORREYBLUFFDR32918,TORREY BLUFF DR,MCGUIRE DR - TORREY RIDGE DR,2903,2018-04-18
2141,BAYVIEWHTSWY026318,BAYVIEW HTS WY,SD 094 DR - BAYVIEW HTS DR,9934,2018-04-18
7328,LAJOLLACOLONYDR32518,LA JOLLA COLONY DR,GILMAN DR - PALMILLA DR,7671,2018-04-18
2127,BAYVIEWHTSDR026218,BAYVIEW HTS DR,BAYVIEW HTS PL - BAYVIEW HTS WY,3285,2018-04-18
1854,AVENUEOFSCIENCESCIENCE30718,AVENUE OF SCIENCE SCIENCE,RANCHO CARMEL DR - INNOVATION DR,4078,2018-04-18
5360,FEDERALBL028118,FEDERAL BL,HOME AV - 47 ST,4215,2018-04-18
1066,47ST025918,47 ST,FEDERAL BL - FAIRMOUNT AV,9329,2018-04-18
